RAZAO SOCIAL;Nome para Indicador
AMAZON GROUP PRODUCTOS PARA BEBIDAS;AMAZON GROUP PRODUCTOS PARA BEBIDAS
AMBEV - CACHOEIRAS DE MACACU;AMBEV - CACHOEIRAS DE MACACU
AMCM - AMCM INDUSTRIA COMERCIO IMPORTACAO EXPORTACAO E SERVICOS TECNICOS LTDA;AMCM INDUSTRIA COMERCIO IMPORTACAO EXPORTACAO E SERVICOS TECNICOS LTDA
AMCOR - AMCOR FLEXIBLES BRASIL LTDA;AMCOR FLEXIBLES BRASIL LTDA
AMCOR FLEXIBLES DO BRASIL IND. E COM. DE EMBALAGENS LTDA;AMCOR FLEXIBLES BRASIL LTDA
AMCOR RIGID PACKAGING DO BRASIL LTDA;AMCOR FLEXIBLES BRASIL LTDA
AMCOR SPECIALTY CARTONS - AMCOR PACKAGING DO BRASIL LTDA;AMCOR SPECIALTY CARTONS - AMCOR PACKAGING DO BRASIL LTDA
AMCOR TOBACCO DO BRASIL FABRICAÇÃO DE EMBALAGENS GRÁFICAS LTDA;AMCOR FLEXIBLES BRASIL LTDA
AMCOR TOBACCO DO BRASIL FABRICAÇÃO DE EMBALAGENS GRÁFICAS LTDA - AMCOR SPECIALTY CARTONS DO BRASIL FABRICACAO DE EMBALAG;AMCOR FLEXIBLES BRASIL LTDA
AMERICA BUS - AMERICA BUS COMERCIO INTERNACIONAL LTDA;AMERICA BUS COMERCIO INTERNACIONAL LTDA
AMERICA FUTEBOL CLUBE SOCIEDADE ANONIMA DO FUTEBOL;AMERICA FUTEBOL CLUBE SOCIEDADE ANONIMA DO FUTEBOL
AMERICA INTERNATIONAL PEÇAS AUTOMOTIVAS EIRELI;AMERICA INTERNATIONAL PEÇAS AUTOMOTIVAS EIRELI
AMERICAN AIRLINES INC;AMERICAN AIRLINES INC
AMERICAN GLASS - AMERICAN GLASS PRODUCTS DO BRASIL LTDA;AMERICAN GLASS PRODUCTS DO BRASIL LTDA
AMERICAN TURBO INDUSTRIAL E COMERCIAL LTDA;AMERICAN TURBO INDUSTRIAL E COMERCIAL LTDA
AMMAC - AMMAC IND E COM DE ALIMENTOS LTDA;AMMAC IND E COM DE ALIMENTOS LTDA
AMMANN - AMMANN DO BRASIL - EQUIP PARA CONSTRU DE ESTRADAS LTDA;AMMANN DO BRASIL - EQUIP PARA CONSTRU DE ESTRADAS LTDA
AMMANN - AMMANN DO BRASIL - EQUIPAMENTOS PARA CONSTRUCAO DE ESTR;AMMANN DO BRASIL - EQUIP PARA CONSTRU DE ESTRADAS LTDA
AMPHENOL - AMPHENOL TFC DO BRASIL LTDA;AMPHENOL TFC DO BRASIL LTDA
AMPLA - AMPLA ENERGIA E SERVIÇO  S/A;AMPLA - AMPLA ENERGIA E SERVIÇO  S/A
AMS SISTEMAS AVANCADOS DE MANUFATURA LTDA;AMS SISTEMAS AVANCADOS DE MANUFATURA LTDA
AMS TRANSPORTES INTERNACIONAIS LTDA.;AMS TRANSPORTES INTERNACIONAIS LTDA.
AMTRANS INTERNATIONAL TRANSPORT - AMTRANS LOGISTICA E TRANSPORTES INTERNACIONAIS LTDA;AMTRANS LOGISTICA E TRANSPORTES INTERNACIONAIS LTDA
ANA DELIA MAZZO - ANA DELIA MAZZO QUINTANILHA;ANA DELIA MAZZO - ANA DELIA MAZZO QUINTANILHA
ANA FLAVIA LESSIO CATOSSO          - ANA FLAVIA LESSIO CATOSSO     ;ANA FLAVIA LESSIO CATOSSO          - ANA FLAVIA LESSIO CATOSSO     
ANA PATRICIA REIS PEREIRA;ANA PATRICIA REIS PEREIRA
ANABEL CHRISTINA DE OLIVEIRA ALVES;ANABEL CHRISTINA DE OLIVEIRA ALVES
ANCLA IMPORTACOES COMERCIO E REPRESENTACOES LTDA;ANCLA IMPORTACOES COMERCIO E REPRESENTACOES LTDA
ANDALUCIA TRADING - ANDALUCIA INTERNATIONAL TRADING COMPANY LTDA - ME;ANDALUCIA INTERNATIONAL TRADING COMPANY LTDA - ME
ANDRADE GRANITOS - ANDRADE INDUSTRIA E COMERCIO DE MARMORES E GRANITOS LTD;ANDRADE GRANITOS
ANDRADE GRANITOS - ANDRADE SA MARMORES E GRANITOS;ANDRADE GRANITOS
ANDRADE STONE EXPORTAÇÃO E IMPORTAÇÃO LTDA;ANDRADE STONE EXPORTAÇÃO E IMPORTAÇÃO LTDA
ANDRE INCERTI;ANDRE INCERTI
ANDREA ESCHER CORRER;ANDREA ESCHER CORRER
ANDREIA REGINA DA SILVA;ANDREIA REGINA DA SILVA
ANDREIA VALERIA VALLIERO;ANDREIA VALERIA VALLIERO
ANDRIELLO S A INDUSTRIA E COMERCIO;ANDRIELLO S A INDUSTRIA E COMERCIO
ANDRITZ - ANDRITZ BRASIL LTDA;ANDRITZ HYDRO BRASIL LTDA
ANDRITZ - ANDRITZ FABRICS AND ROLLS INDUSTRIA E COMERCIO S.A.;ANDRITZ HYDRO BRASIL LTDA
ANDRITZ - ANDRITZ HYDRO BRASIL LTDA;ANDRITZ HYDRO BRASIL LTDA
ANDRITZ - ANDRITZ HYDRO LTDA.;ANDRITZ HYDRO BRASIL LTDA
ANDRITZ BRASIL LTDA.;ANDRITZ HYDRO BRASIL LTDA
ANDRITZ HYDRO - ANDRITZ HYDRO LTDA.;ANDRITZ HYDRO BRASIL LTDA
ANDRITZ HYDRO - ANDRITZ HYDRO S/A;ANDRITZ HYDRO BRASIL LTDA
ANDRITZ HYDRO SA;ANDRITZ HYDRO BRASIL LTDA
ANDRITZ HYDRO SA - ANDRITZ HYDRO LTDA.;ANDRITZ HYDRO BRASIL LTDA
ANDRITZ SEPARATION  - ANDRITZ SEPARATION INDUSTRIA E COMERCIO DE EQUIPAMENTOS DE FILTRACAO LTDA   ;ANDRITZ SEPARATION INDUSTRIA E COMERCIO DE EQUIPAMENTOS DE FILTRACAO LTDA   
ANDRITZ XERIUM - XERIUM TECHNOLOGIES BRASIL INDUSTRIA E COMERCIO S/A   ;ANDRITZ HYDRO BRASIL LTDA
ANGELGRES - ANGELGRES REVESTIMENTOS CERAMICOS LTDA;ANGELGRES REVESTIMENTOS CERAMICOS LTDA
ANGELUS  - ANGELUS INDUSTRIA DE PRODUTOS ODONTOLOGICOS S/A;ANGELUS INDUSTRIA DE PRODUTOS ODONTOLOGICOS S/A
ANGELUS INDUSTRIA DE PRODUTOS ODONTOLOGICOS S/A;ANGELUS INDUSTRIA DE PRODUTOS ODONTOLOGICOS S/A
ANGRAMAR - ANGRAMAR GRANITOS E MARMORES LTDA;ANGRAMAR GRANITOS E MÁRMORES LTDA IS BCS PARTNER
ANGRAMAR - ANGRAMAR GRANITOS E MÁRMORES LTDA IS BCS PARTNER;ANGRAMAR GRANITOS E MÁRMORES LTDA IS BCS PARTNER
ANIDRO - ANIDRO DO BRASIL EXTRACOES S.A.;ANIDRO DO BRASIL
ANIDRO - ANIDRO DO BRASIL EXTRAÇÕES S.A.;ANIDRO DO BRASIL
ANOVIS INDUSTRIAL FARMACEUTICA LTDA.;ANOVIS INDUSTRIAL FARMACEUTICA LTDA.
ANTIBIOTICOS DO BRASIL LTDA.;ANTIBIOTICOS DO BRASIL LTDA.
ANTICORROSIVA - ANTICORROSIVA DO BRASIL LTDA;ANTICORROSIVA DO BRASIL LTDA
ANTILHAS - ANTILHAS GRAFICA E EMBALAGENS LTDA;ANTILHAS GRAFICA E EMBALAGENS LTDA
ANTILHAS EMBALAGENS FLEXÍVEIS LTDA;ANTILHAS GRAFICA E EMBALAGENS LTDA
ANTOLINI EXPORTAÇÃO, IMPORTAÇÃO E MINERAÇÃO LTDA;ANTOLINI EXP. IMP. E MINERAÇÃO
ANVI COMERCIO E INDUSTRIA LTDA;ANVI COMERCIO E INDUSTRIA LTDA
AODRAN DO BRASIL COMÉRCIO DE PRODUTOS QUÍMICOS LTDA;AODRAN DO BRASIL COMÉRCIO DE PRODUTOS QUÍMICOS LTDA
APERAM INOX - APERAM INOX AMERICA DO SUL S.A.;APERAM INOX AMERICA DO SUL S.A.
APEX GROUP - APEX LATIN AMERICA INDUSTRIA DE MAQUINAS E EQUIPAMENTOS;APEX TOOL GROUP
APEX GROUP - APEX TOOL GROUP INDUSTRIA E COMERCIO DE FERRAMENTAS LTD;APEX TOOL GROUP
APEX GROUP - APEX TOOL GROUP INDUSTRIA E COMERCIO DE FERRAMENTAS LTDA;APEX TOOL GROUP
APEX TOOL GROUP INDUSTRIA E COMERCIO DE FERRAMENTAS;APEX TOOL GROUP
APEX TOOL GROUP INDUSTRIA E COMERCIO DE FERRAMENTAS - APEX TOOL GROUP INDUSTRIA E COMERCIO DE FERRAMENTAS LTDA.;APEX TOOL GROUP
APIS FLORA INDUSTRIAL E COMERCIAL LTDA;APIS FLORA INDUSTRIAL E COMERCIAL LTDA
APLIKE PRODUTOS ADESIVOS LTDA;APLIKE PRODUTOS ADESIVOS LTDA
APRAMED - APRAMED INDUSTRIA E COMERCIO DE APARELHOS MEDICOS LTDA;APRAMED INDUSTRIA E COMERCIO DE APARELHOS MEDICOS LTDA
APSEN FARMACEUTICA - APSEN FARMACEUTICA S/A;APSEN FARMACEUTICA S/A
APTIV MANUFATURA E SERVICOS DE DISTRIBUICAO LTDA.  ;APTIV MANUFATURA E SERVICOS DE DISTRIBUICAO LTDA.  
APX  - APX COME E ASSIST TEC DE MAT E EQUI HOSP LTDA - EPP;APX COME E ASSIST TEC DE MAT E EQUI HOSP LTDA
APX BRASIL LOGISTICA INTERNACIONAL LTDA;APX COME E ASSIST TEC DE MAT E EQUI HOSP LTDA
AQIA QUIMICA INDUSTRIAL LTDA;AQIA QUIMICA INDUSTRIAL LTDA
AQIA QUIMICA INDUSTRIAL LTDA - AQIA QUIMICA INDUSTRIAL LTDA.;AQIA QUIMICA INDUSTRIAL LTDA
AQUAMEC INDUSTRIA E COMERCIO DE EQUIPAMENTOS LTDA.   ;AQUAMEC INDUSTRIA
AR1 TRADING - MAURILIA DE SOUZA IMPORTADORA;AR1 TRADING - MAURILIA DE SOUZA IMPORTADORA
ARAM TRUST - GESTAO EM COMERCIO EXTERIOR LTDA;ARAM TRUST - GESTAO EM COMERCIO EXTERIOR LTDA
ARAUCO DO BRASIL S.A.;ARAUCO DO BRASIL S.A.
ARAUJO E LOSADA COMERCIAL IMP E EXP LTDA;ARAUJO E LOSADA COMERCIAL IMP E EXP
ARCELORMITTAL - ARCELORMITTAL TUBARAO COMERCIAL S.A.;ARCELORMITTAL - ARCELORMITTAL TUBARAO COMERCIAL S.A.
ARDOSIA NACIONAL - ARDOSIA NACIONAL IMPORTACAO E EXPORTACAO LTDA;ARDOSIA NACIONAL IMPORTACAO E EXPORTACAO LTDA
ARENA COMERCIO - ARENA COMERCIO DE ARTIGOS ESPORTIVOS LTDA. - EPP;ARENA COMERCIO DE ARTIGOS ESPORTIVOS LTDA
ARGENTA BONOTTO & CIA LTDA;ARGENTA BONOTTO & CIA LTDA
ARGO HYTOS - ARGO-HYTOS AT FLUID POWER SYSTEMS LTDA;ARGO-HYTOS AT FLUID POWER SYSTEMS LTDA
ARIM COMPONENTES S/A;ARIM COMPONENTES S/A
ARKEMA COATEX LATIN AMERICA INDUSTRIA E COMERCIO LTDA - ARKEMA COATEX LATIN AMERICA INDUSTRIA E COMERCIO LTDA.;ARKEMA COATEX LATIN AMERICA INDUSTRIA E COMERCIO LTDA
ARLANXEO BRASIL S.A.;ARLANXEO BRASIL S.A.
ARLANXEO BRASIL S.A. - ARARLANXEO BRASIL S.A.LANXEO BRASIL S.A.;ARLANXEO BRASIL S.A. - ARARLANXEO BRASIL S.A.LANXEO BRASIL S.A.
ARMAZEM COIMBRA - ACACIO DUARTE FERREIRA & CIA LTDA;ARMAZEM COIMBRA - ACACIO DUARTE FERREIRA & CIA LTDA
ARMSTRONG - ARMSTRONG BRASIL EQUIPAMENTOS INDUSTRIAIS LTDA;ARMSTRONG - ARMSTRONG BRASIL EQUIPAMENTOS INDUSTRIAIS LTDA
AROPORTUARIA - AROPORTUARIA COMISSARIA DESPACHOS LTDA;AROPORTUARIA - AROPORTUARIA COMISSARIA DESPACHOS LTDA
AROTUBI - AROTUBI METAIS LTDA;AROTUBI METAIS LTDA
AROTUBI INDUSTRIA DE COMPONENTES LTDA.;AROTUBI INDUSTRIA DE COMPONENTES LTDA
ARS TRANSPORTES E LOGISTICA LTDA   ;ARS TRANSPORTES E LOGISTICA
ARSYSTEM FERRAMENTAS & EQUIPAMENTOS LTDA;ARSYSTEM FERRAMENTAS & EQUIPAMENTOS LTDA
ARTEB - INDUSTRIAS ARTEB LTDA;ARTEB - INDUSTRIAS ARTEB LTDA
ARTEB - INDUSTRIAS ARTEB LTDA - EM RECUPERACAO JUDICIAL EM RECU;ARTEB - INDUSTRIAS ARTEB LTDA - EM RECUPERACAO JUDICIAL EM RECU
ARTECHE EDC EQUIPAMENTOS E SISTEMAS S/A;ARTECHE EDC EQUIPAMENTOS E SISTEMAS S/A
ARTEFATOS DE MADEIRAS STOLF LTDA;ARTEFATOS DE MADEIRAS STOLF LTDA
ARTEFLEX - ARTEFLEX EQUIPAMENTOS DE PROTECAO INDIVIDUAL LTDA;ARTEFLEX MAXIMINAS E DE P IND LTDA
ARTEFLEX MAXIMINAS E DE P IND LTDA;ARTEFLEX MAXIMINAS E DE P IND LTDA
ARTVAC EMBALAGENS - ARTFLEXIVEIS LTDA;ARTVAC EMBALAGENS - ARTFLEXIVEIS LTDA
ARUA AUGUSTO BAMBOZZI GLEBA;ARUA AUGUSTO BAMBOZZI GLEBA
ARUMA - ARUMA PRODUTORA DE EMBALAGENS DO SERGIPE LTDA;ARUMA PRODUTORA DE EMBALAGENS DO SERGIPE LTDA
ASCENSUS - ASCENSUS COMERCIO INTERNACIONAL LTDA;ASCENSUS COMERCIO INTERNACIONAL LTDA
ASCENSUS - ASCENSUS TRADING & LOGISTICA LTDA;ASCENSUS - ASCENSUS TRADING & LOGISTICA LTDA
ASCENSUS TRADING & LOGISTICA LTDA;ASCENSUS TRADING & LOGISTICA LTDA
ASHLAND COM ESP QUIMICAS - ASHLAND COMERCIO DE ESPECIALIDADES QUIMICAS DO BRASIL LTDA;ASHLAND COM ESP QUIMICAS
ASHLAND COMERCIO DE ESPECIALIDADES QUIMICAS DO BRASIL LTDA;ASHLAND COM ESP QUIMICAS
ASHLAND COMÉRCIO DE ESPECIALIDADES QUIMÍCAS DO BRASIL LTDA;ASHLAND COMÉRCIO DE ESPECIALIDADES QUIMÍCAS DO BRASIL LTDA
ASIA SHIPPING TRANSPORTES INTERNACIONAIS LTDA;ASIA SHIPPING TRANSPORTES INTERNACIONAIS LTDA
ASK CHEMICALS DO BRASIL - ASK PRODUTOS QUIMICOS DO BRASIL LTDA;ASK PRODUTOS QUIMICOS DO BRASIL LTDA
ASK CRIOS PRODUTOS QUIMICOS DO BRASIL LTDA;ASK CRIOS PRODUTOS QUIMICOS DO BRASIL S.A.
ASK CRIOS PRODUTOS QUIMICOS DO BRASIL S.A.;ASK CRIOS PRODUTOS QUIMICOS DO BRASIL S.A.
ASLL AIRSEA LAND A E LOG LTDA;ASLL AIRSEA LAND A E LOG LTDA
ASM SISTEMAS - ASM SISTEMAS PARA MONTAGEM DE COMP. ELETR. LTDA;ASM SISTEMAS PARA MONTAGEM DE COMP. ELETR. LTDA
ASPEN PHARMA - ASPEN PHARMA - INDUSTRIA FARMACEUTICA LTDA;ASPEN PHARMA - ASPEN PHARMA - INDUSTRIA FARMACEUTICA LTDA
ASPEN PHARMA - ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA;ASPEN PHARMA - ASPEN PHARMA - INDUSTRIA FARMACEUTICA LTDA
ASPIL ASPIRACAO INDUSTRIAL E SERVICOS LTDA;ASPIL ASPIRACAO INDUSTRIAL E SERVICOS LTDA
ASSECEX - ASSECEX ASS EM COM EXTERIOR E DESPACHOS LTDA;ASSECEX ASS EM COM EXTERIOR E DESPACHOS LTDA
ASSOCIACAO EDUCADORA SAO CARLOS - AESC;ASSOCIACAO EDUCADORA SAO CARLOS - AESC
AST SERVICOS SOLUCOES E TECNOLOGIAS EM MEIO AMBIENTE S A   ;AST SERVICOS SOLUCOES 
ASTR IMPORTACAO E COMERCIO ATACADISTA LTDA;ASTR IMPORTACAO E COMERCIO ATACADISTA LTDA
ASTRO TECNOLOGIA IND. E COM.;ASTRO TECNOLOGIA IND. E COM.
ATCE - ATCE ASSESSORIA TECNICA COM EXTERIOR LTDA;ATCE ASSESSORIA TECNICA COM EXTERIOR LTDA
ATF SOLUÇÕES - ATF SOLUCOES EM MONTAGEM LTDA;ATF SOLUCOES EM MONTAGEM LTDA
ATHENA - ATHENA BRAZIL LTDA;ATHENA BRAZIL LTDA
ATL GLOBAL - ATL GLOBAL SHIPPING LOGÍSTICA LTDA - ME;ATL GLOBAL
ATLAS CALÇADOS - ATLAS BRASIL CALCADOS LTDA;ATLAS BRASIL CALÇADOS LTDA
ATLAS CALÇADOS - ATLAS BRASIL CALÇADOS LTDA;ATLAS BRASIL CALÇADOS LTDA
ATLAS COPCO - ATLAS COPCO BRASIL LTDA;ATLAS COPCO BRASIL LTDA
ATLAS ELETRODOMESTICOS - ATLAS INDUSTRIA DE ELETRODOMESTICOS LTDA.;ATLAS ELETRODOMESTICOS - ATLAS INDUSTRIA DE ELETRODOMESTICOS LTDA.
ATLAS LEGALIZACOES - JAMES ZANELLA;ATLAS LEGALIZACOES - JAMES ZANELLA
ATMA EXPRESS  - ATMA EXPRESS AGENCIAMENTO E TRANSPORTE DE CARGAS EIRELI   ;ATMA EXPRESS
ATMA EXPRESS - ATMA EXPRESS AGENCIAMENTO E TRANSPORTE DE CARGAS EIRELI;ATMA EXPRESS
ATN HOLZEL DO BRASIL SERVICOS LTDA.;ATN HOLZEL DO BRASIL SERVICOS LTDA.
ATOTECH - ATOTECH DO BRASIL GALVANOTECNICA LTDA;ATOTECH DO BRASIL GALVANOTÉCNICA LTDA
ATOTECH - ATOTECH DO BRASIL GALVANOTÉCNICA LTDA;ATOTECH DO BRASIL GALVANOTÉCNICA LTDA
AUDEN - AUDEN REFRIGERACAO LTDA;AUDEN REFRIGERACAO
AUMOVIO AUTOMOTIVE SPARE PARTS - AUMOVIO AUTOMOTIVE SPARE PARTS INDUSTRY AND TRADE LTDA;AUMOVIO BRAZIL INDUSTRY LTDA
AUMOVIO BRAZIL INDUSTRY LTDA;AUMOVIO BRAZIL INDUSTRY LTDA
AUMOVIO BRAZIL LTDA;AUMOVIO BRAZIL INDUSTRY LTDA
AUNDE - AUNDE BRASIL S.A.;AUNDE BRASIL S.A.
AURIQUIMICA LTDA;AURIQUIMICA LTDA
AURORA - COOPERATIVA CENTRAL AURORA ALIMENTOS;AURORA ALIMENTOS - COOPERATIVA CENTRAL AZRIRA AKUNEBTIS
AURORA ALIMENTOS - COOPERATIVA CENTRAL AURORA ALIMENTOS OESTE CATARINENSE LTDA;AURORA ALIMENTOS - COOPERATIVA CENTRAL AZRIRA AKUNEBTIS
AURORA ALIMENTOS - COOPERATIVA CENTRAL AURORA DE ALIMENTOS;AURORA ALIMENTOS - COOPERATIVA CENTRAL AZRIRA AKUNEBTIS
AURORA ALIMENTOS - COOPERATIVA CENTRAL AZRIRA AKUNEBTIS;AURORA ALIMENTOS - COOPERATIVA CENTRAL AZRIRA AKUNEBTIS
AURORA TERMINAIS E SERVICOS LTDA;AURORA TERMINAIS E SERVICOS LTDA
AUTHOMATHIKA SERVICES AUTOMACAO INDUSTRIAL LTDA;AUTHOMATHIKA SISTEMAS DE CONTROLE LTDA
AUTHOMATHIKA SISTEMAS DE CONTROLE LTDA;AUTHOMATHIKA SISTEMAS DE CONTROLE LTDA
AUTOAMERICA AUTOPRODUCTS - AUTOAMERICA IMPORTACAO, EXPORTACAO, INDUSTRIA E COMERCIO ATACADISTA DE PRODUTOS AUTOMOTIVOS E PNEUMA;AUTOAMERICA AUTOPRODUCTS
AUTOCOM COMPONENTES AUTOMOTIVOS DO BRASIL LTDA ;AUTOCOM COMPONENTES AUTOMOTIVOS
AUTOMOTION - AUTOMOTION I C I E E LTDA;AUTOMOTION I C I E E LTDA
AUTOMOTIVA INTERNATIONAL - INTERNATIONAL INDUSTRIA AUTOMOTIVA DA AMERICA DO SUL LT;INTERNATIONAL INDUSTRIA AUTOMOTIVA DA AMERICA DO SUL LTDA
AUTOMOTIVE EXTERIORS DO BRA IND E COM DE PECAS AUTOMO LTDA;AUTOMOTIVE EXTERIORS DO BRA IND E COM DE PECAS AUTOMO LTDA
AUTOTECHNIK - AUTOTECHNIK COMERCIO IMPORTACAO E EXPORTACAO LTDA;AUTOTECHNIK COMERCIO IMPORTAÇAO E EXPORTAÇAO LTDA
AUTOTECHNIK - AUTOTECHNIK COMERCIO IMPORTAÇAO E EXPORTAÇAO LTDA;AUTOTECHNIK COMERCIO IMPORTAÇAO E EXPORTAÇAO LTDA
AUTOTRAVI - AUTOTRAVI BORRACHAS E PLASTICOS EIRELI;AUTOTRAVI BORRACHAS E PLASTICOS LTDA
AUTOTRAVI - AUTOTRAVI BORRACHAS E PLASTICOS LTDA;AUTOTRAVI BORRACHAS E PLASTICOS LTDA
AUTRANS INTERNATIONAL LOGISTICS - AEROPORTO URGENTE TRANSITÓRIOS LTDA.;AUTRANS INTERNATIONAL LOGISTICS - AEROPORTO URGENTE TRANSITÓRIOS LTDA.
AVALON HOMES EMPREENDIMENTOS IMOBILIARIOS;AVALON HOMES
AVANTTO - AVANTTO - COOPERATIVA DE USUARIOS DE AERONAVES EM REGIME COMPARTILHADA;AVANTTO - COOPERATIVA DE USUARIOS DE AERONAVES EM REGIME COMPARTILHADA
AVANTTO - VOAR - Cooperativa de Usuários de Aeronaves em Regime Compartilhada;AVANTTO - COOPERATIVA DE USUARIOS DE AERONAVES EM REGIME COMPARTILHADA
AVERY DENNISON - AVERY DENNISON DO BRASIL LTDA;AVERY DENNISON - AVERY DENNISON DO BRASIL LTDA
AVOLTA BRASIL - AVOLTA TECHNOLOGIES INDUSTRIA, COM, IMP E EXP LTDA;AVOLTA TECHNOLOGIES INDUSTRIA, COM, IMP E EXP LTDA
AVON - AVON INDUSTRIAL LTDA;AVON LTDA
AVR TRANSPORTES - AVR TRANSPORTES INTERNACIONAIS LTDA;AVR TRANSPORTES - AVR TRANSPORTES INTERNACIONAIS LTDA
AXALTA COATING SYSTEMS BRASIL LTDA.;AXALTA COATING SYSTEMS BRASIL LTDA.
AXIS ROBOTICS - AXIS ROBOTICS MANUTENCAO DE MAQUINAS LTDA;AXIS ROBOTICS MANUTENCAO DE MAQUINAS LTDA
AYALLA MARKETING - RICERA IMPORTACAO, EXPORTACAO, COMERCIO E REPRESENTACAO LTDA.;AYALLA MARKETING - RICERA IMPORTACAO, EXPORTACAO, COMERCIO E REPRESENTACAO LTDA.
AZ BRASIL - AZ BRASIL IND. E COM. E SERVIÇOS LTDA.;AZ BRASIL IND. E COM. E SERVIÇOS LTDA
AZ BRASIL - AZ BRASIL INDUSTRIA COMERCIO E SERVICOS LTDA;AZ BRASIL IND. E COM. E SERVIÇOS LTDA
AZIMUT - AZIMUT DO BRASIL FABRICACAO DE IATES LTDA;AZIMUT DO BRASIL FABRICACAO DE IATES LTDA
AZUL - AZUL COMERCIO DE PRODUTOS NAUTICOS LTDA;AZUL COMERCIO DE PRODUTOS NAUTICOS LTDA
B P A AGENCIAMENTOS MARITIMOS - BRAZILIAN PORT AGENTS AGENCIAMENTOS MARITIMOS LTDA;B P A AGENCIAMENTOS MARITIMOS - BRAZILIAN PORT AGENTS AGENCIAMENTOS MARITIMOS LTDA
B SORDI - B SORDI COMERCIO DE MAQUINAS E EQUIPAMENTOS LTDA;B SORDI COMERCIO DE MAQUINAS E EQUIPAMENTOS LTDA
B SORDI - B. SORDI COMERCIO DE MAQUINAS E EQUIPAMENTOS LTDA;B SORDI COMERCIO DE MAQUINAS E EQUIPAMENTOS LTDA
B&F DIAS - B&F DIAS INDUSTRIA E COMERCIO LTDA;B&F DIAS INDUSTRIA E COMERCIO LTDA
B&M LOGÍSTICA INTERNACIONAL LTDA;B&M LOGÍSTICA INTERNACIONAL LTDA
B&R - B&R AUTOMACAO INDUSTRIAL LTDA;B&R AUTOMACAO INDUSTRIAL LTDA
B. GROB - B GROB DO BRASIL S A IND COM MAQS OPERAT E FERRAMENTAS;B GROB DO BRASIL S/A IND E COM DE MAQUINAS OPERATRIZES FERRA
B. GROB - B GROB DO BRASIL S/A IND E COM DE MAQUINAS OPERATRIZES FERRA;B GROB DO BRASIL S/A IND E COM DE MAQUINAS OPERATRIZES FERRA
B.Braun - LABORATORIOS B BRAUN S/A   ;BRAUN - LABORATORIO B BRAUN S/A
B.M.D. - BMD TEXTEIS LTDA;B.M.D. - BMD TEXTEIS LTDA
B3 BOAT - B3 BOAT INDUSTRIA DE EMBARCACOES LTDA;B3 BOAT INDUSTRIA DE EMBARCACOES LTDA
BAGO - LABORATORIOS BAGO DO BRASIL S.A.;BAGO LABORATORIOS
BAHIA SPECIALTY - BAHIA SPECIALTY CELLULOSE SA;BAHIA SPECIALTY CELLULOSE SA
BALBINOT - BALBINOT IND DE IMPLEMENTOS AGRÍCOLAS LTDA;BALBINOT - BALBINOT IND DE IMPLEMENTOS AGRÍCOLAS LTDA
BALCOR TRADE LTDA;BALCOR TRADE LTDA
BALFLEX - BALFLEX BRASIL LTDA;BALFLEX - BALFLEX BRASIL LTDA
BALFLEX - BALFLEX BRASIL LTDA.;BALFLEX - BALFLEX BRASIL LTDA
BALL AEROSOL PACKAGING BRASIL LTDA;BALL AEROSOL PACKAGING BRASIL LTDA
BALL BEVERAGE  - BALL BEVERAGE CAN SOUTH AMERICA S.A.   ;BALL BEVERAGE
BANDEIRANTES DEICMAR  - BANDEIRANTES DEICMAR LOGISTICA INTEGRADA S.A   ;BANDEIRANTES DEICMAR LOGISTICA
BANDEIRANTES DEICMAR LOGISTICA INTEGRADA S.A;BANDEIRANTES DEICMAR LOGISTICA
BANDMAR IMPORTACAO E EXPORTACAO - BANDMAR IMPORTACAO E EXPORTACAO LTDA;BANDMAR IMPORTACAO E EXPORTACAO LTDA
BANESA - TROPICAL NORDESTE AGRICOLA LTDA;BANESA - TROPICAL NORDESTE AGRICOLA LTDA
BANN QUIMICA LTDA.   ;BANN QUIMICA LTDA
BARASCH SYLMAR INDUSTRIA METALURGICA LTDA ;BARASCH SYLMAR INDUSTRIA METALURGICA LTDA 
BARASCH SYLMAR INDUSTRIA METALURGICA LTDA  - BARASCH SYLMAR INDUSTRIA METALURGICA LTDA;BARASCH SYLMAR INDUSTRIA METALURGICA LTDA 
BARBARA - SAINT-GOBAIN CANALIZACAO LTDA;SAINT GOBAIN
BARBARA MELISSA O. D. DE LIMA;BARBARA MELISSA O. D. DE LIMA
BARBIERI TRANSPORTES S/A;BARBIERI TRANSPORTES S/A
BARCAMP - BARCAMP LTDA;BARCAMP LTDA
BARIRI - INDUSTRIA DE PLASTICOS BARIRI LTDA;BARIRI - INDUSTRIA DE PLASTICOS BARIRI LTDA
BARLOVENTO - BARLOVENTO BRASIL ENERGIAS RENOVAVEIS LTDA;BARLOVENTO BRASIL ENERGIAS RENOVAVEIS LTDA
BARRY CALLEBAUT - BARRY CALLEBAUT BRASIL IND E COM DE PROD ALIM LTDA;BARRY CALLEBAUT BRASIL IND E COM DE PROD ALIM LTDA
BARTER COMERCIO INTERNACIONAL EIRELLI;BARTER COMERCIO
BASF - BASF S.A;BASF - BASF S.A
BASF - BASF S/A - DEMARCHI;BASF - BASF S.A
BASF - BASF SA;BASF - BASF S.A
BASF S.A;BASF - BASF S.A
BASSANI COMERCIO DE PAREDES E DIVISORIAS LTDA - EPP;BASSANI COMERCIO DE PAREDES E DIVISORIAS LTDA - EPP
